round,slate,clicks,binary_reward,soft_score
202,"[214, 786, 494, 383, 637, 37, 438, 663, 876, 986]","[0, 1, 0, 1, 0, 1, 1, 1, 0, 0]",1,5
203,"[140, 981, 329, 649, 298, 360, 785, 105, 144, 199]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",1,5
204,"[164, 176, 529, 185, 227, 520, 468, 312, 490, 97]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
205,"[690, 197, 541, 110, 859, 419, 174, 808, 232, 671]","[0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",1,4
206,"[793, 589, 326, 465, 620, 572, 976, 649, 69, 134]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
207,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",1,6
208,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,2
209,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1,7
210,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",1,5
211,"[692, 501, 778, 582, 690, 644, 459, 570, 931, 237]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,2
212,"[417, 277, 390, 10, 682, 350, 252, 76, 238, 714]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,3
213,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1,8
214,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,2
215,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",1,4
216,"[672, 380, 134, 971, 399, 848, 84, 573, 972, 534]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",1,3
217,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",1,5
218,"[201, 374, 668, 658, 326, 861, 124, 676, 111, 317]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
219,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 0]",1,7
220,"[98, 357, 515, 445, 918, 672, 456, 455, 237, 670]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
221,"[863, 800, 711, 541, 495, 967, 139, 396, 699, 358]","[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",1,3
222,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",1,5
223,"[16, 321, 674, 87, 183, 492, 660, 523, 860, 789]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,2
224,"[627, 516, 995, 65, 561, 726, 699, 729, 360, 281]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
225,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",1,8
226,"[44, 359, 658, 30, 925, 785, 964, 879, 984, 24]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1,3
227,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1]",1,4
228,"[883, 971, 784, 581, 722, 815, 499, 478, 491, 347]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,2
229,"[73, 370, 743, 566, 286, 652, 486, 779, 808, 159]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
230,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 1]",1,6
231,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,2
232,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",1,4
233,"[966, 847, 269, 459, 510, 177, 85, 136, 393, 880]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
234,"[142, 650, 10, 750, 913, 983, 519, 176, 395, 287]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
235,"[496, 638, 434, 909, 505, 77, 896, 830, 264, 60]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
236,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1,8
237,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",1,6
238,"[948, 714, 712, 667, 996, 145, 137, 741, 407, 658]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,2
239,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",1,8
240,"[86, 602, 285, 823, 151, 82, 533, 328, 963, 406]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",1,3
241,"[231, 32, 321, 723, 773, 407, 306, 78, 319, 135]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1,2
242,"[585, 985, 455, 83, 579, 832, 288, 160, 882, 871]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",1,4
243,"[148, 179, 695, 182, 737, 745, 940, 800, 191, 967]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",1,4
244,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 1, 1, 1]",1,7
245,"[906, 561, 236, 238, 347, 251, 877, 981, 197, 680]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,2
246,"[550, 561, 649, 148, 241, 431, 84, 485, 832, 302]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1,2
247,"[927, 473, 139, 918, 507, 839, 252, 131, 313, 29]","[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",1,3
248,"[871, 347, 255, 766, 783, 381, 796, 71, 392, 646]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
249,"[873, 886, 23, 849, 670, 818, 961, 378, 124, 916]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
250,"[669, 820, 760, 508, 621, 693, 444, 16, 833, 720]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
251,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",1,5
252,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",1,5
253,"[144, 550, 854, 179, 96, 479, 302, 601, 606, 681]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
254,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 1, 1, 1]",1,7
255,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 1]",1,5
256,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",1,6
257,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 0, 1, 1]",1,6
258,"[425, 534, 32, 464, 373, 90, 918, 818, 666, 359]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",1,3
259,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",1,5
260,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]",1,4
261,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 1, 1, 0, 1]",1,7
262,"[253, 530, 75, 588, 744, 105, 683, 10, 486, 278]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
263,"[133, 980, 457, 358, 165, 198, 387, 343, 628, 309]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
264,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 0, 1, 1, 1]",1,8
265,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",1,6
266,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 1, 0, 1, 0]",1,6
267,"[813, 57, 157, 702, 61, 434, 912, 201, 103, 387]","[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,3
268,"[504, 569, 633, 492, 482, 505, 414, 936, 570, 587]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]",1,4
269,"[424, 326, 623, 890, 886, 328, 902, 236, 761, 879]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",1,3
270,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",1,7
271,"[594, 682, 429, 327, 168, 575, 22, 255, 962, 848]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1
272,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 0, 1, 1]",1,6
273,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]",1,7
274,"[672, 199, 494, 88, 612, 289, 403, 995, 575, 499]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",1,3
275,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 1, 0, 1, 0, 1]",1,6
276,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",1,6
277,"[443, 760, 851, 148, 894, 444, 124, 104, 559, 18]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0]",1,4
278,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0]",1,5
279,"[221, 419, 435, 872, 30, 693, 593, 500, 793, 82]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
280,"[937, 321, 233, 989, 483, 991, 357, 679, 837, 250]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
281,"[218, 189, 868, 412, 886, 437, 946, 398, 995, 540]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]",1,3
282,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,7
283,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 1]",1,6
284,"[103, 759, 372, 951, 922, 854, 895, 521, 219, 954]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,2
285,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",1,7
286,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",1,4
287,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]",1,6
288,"[176, 436, 473, 953, 328, 178, 807, 232, 875, 253]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
289,"[3, 321, 91, 460, 195, 336, 714, 333, 978, 690]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
290,"[770, 832, 640, 607, 937, 299, 927, 954, 479, 333]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
291,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",1,4
292,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 1]",1,6
293,"[859, 784, 372, 861, 877, 845, 85, 451, 499, 664]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,3
294,"[717, 201, 1, 101, 379, 832, 878, 990, 853, 620]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,2
295,"[316, 523, 760, 139, 686, 579, 769, 804, 35, 690]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
296,"[984, 238, 24, 768, 997, 736, 293, 488, 746, 426]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
297,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0]",1,5
298,"[571, 234, 584, 138, 462, 317, 37, 908, 708, 839]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
299,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 1, 0, 1, 0, 0]",1,5
300,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",1,5
301,"[469, 159, 675, 317, 440, 110, 318, 507, 327, 896]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,2
302,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1,9
303,"[983, 337, 499, 581, 145, 556, 257, 89, 206, 595]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
304,"[370, 665, 403, 337, 655, 383, 586, 924, 765, 796]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
305,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]",1,7
306,"[430, 854, 72, 773, 166, 387, 323, 267, 413, 52]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1
307,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1,4
308,"[67, 851, 799, 109, 189, 768, 528, 130, 430, 74]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,2
309,"[320, 799, 856, 760, 453, 219, 942, 318, 472, 554]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
310,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",1,4
311,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 1]",1,5
312,"[301, 136, 631, 260, 421, 542, 185, 774, 127, 655]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
313,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,7
314,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",1,7
315,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 1, 0, 0, 1]",1,5
316,"[73, 494, 57, 758, 85, 340, 970, 658, 558, 502]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
317,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1,7
318,"[578, 495, 110, 205, 820, 124, 372, 553, 703, 766]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
319,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 1, 1, 0, 1]",1,6
320,"[742, 849, 405, 929, 475, 588, 878, 575, 49, 708]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
321,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 1]",1,6
322,"[46, 449, 481, 227, 366, 814, 461, 276, 886, 342]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",1,2
323,"[198, 7, 497, 535, 626, 427, 105, 489, 876, 312]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
324,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 0]",1,7
325,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 1, 0, 1, 1]",1,8
326,"[455, 20, 882, 646, 163, 110, 645, 372, 639, 246]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1,3
327,"[293, 67, 591, 213, 969, 56, 292, 537, 251, 84]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1,2
328,"[695, 272, 972, 278, 891, 806, 268, 697, 899, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
329,"[782, 562, 773, 888, 519, 941, 438, 951, 408, 550]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,2
330,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 0, 1, 0, 1, 1]",1,6
331,"[812, 302, 448, 351, 243, 333, 542, 932, 609, 791]","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",1,3
332,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 1, 1, 0, 1]",1,6
333,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 1, 0, 0, 1]",1,7
334,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",1,7
335,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 1]",1,5
336,"[116, 198, 234, 155, 684, 206, 575, 768, 230, 477]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",1,2
337,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",1,7
338,"[944, 931, 194, 469, 458, 77, 783, 400, 89, 214]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1,2
339,"[200, 677, 864, 105, 899, 534, 41, 684, 467, 452]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,2
340,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",1,6
341,"[751, 56, 495, 821, 905, 4, 347, 199, 799, 806]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
342,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]",1,4
343,"[677, 228, 475, 7, 384, 869, 580, 560, 249, 151]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
344,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",1,6
345,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 1, 1, 1]",1,7
346,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 0, 1, 1, 1, 0]",1,5
347,"[336, 916, 576, 778, 12, 75, 253, 240, 497, 738]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",1,2
348,"[536, 149, 963, 703, 349, 403, 93, 409, 386, 546]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,2
349,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 0, 1, 1, 1]",1,6
350,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",1,4
351,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,3
352,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",1,6
353,"[637, 850, 184, 665, 629, 296, 702, 78, 762, 590]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
354,"[806, 96, 668, 927, 868, 759, 697, 725, 603, 492]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,2
355,"[809, 263, 94, 402, 629, 633, 815, 458, 439, 370]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
356,"[839, 943, 523, 353, 734, 917, 136, 95, 725, 213]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
357,"[213, 411, 145, 660, 737, 338, 890, 679, 998, 375]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
358,"[16, 122, 700, 124, 550, 901, 559, 408, 249, 903]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
359,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",1,8
360,"[484, 180, 102, 570, 263, 574, 50, 535, 854, 629]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",1,3
361,"[503, 386, 31, 817, 421, 332, 496, 594, 472, 490]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1,2
362,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 0, 0, 1, 1]",1,5
363,"[306, 16, 662, 26, 766, 979, 514, 363, 417, 174]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",1,4
364,"[970, 63, 559, 361, 342, 799, 397, 996, 592, 676]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,2
365,"[150, 762, 878, 72, 942, 803, 94, 115, 305, 748]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,2
366,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",1,7
367,"[732, 361, 672, 385, 283, 983, 235, 2, 565, 662]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
368,"[408, 80, 67, 168, 104, 523, 969, 285, 971, 209]","[0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1,4
369,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",1,5
370,"[809, 849, 600, 137, 311, 688, 881, 29, 426, 79]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]",1,4
371,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]",1,5
372,"[463, 106, 864, 693, 280, 135, 927, 0, 259, 892]","[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,3
373,"[761, 24, 111, 510, 872, 62, 505, 613, 451, 75]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
374,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",1,7
375,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",1,6
376,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",1,2
377,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 1, 1, 1, 0, 1]",1,6
378,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",1,7
379,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]",1,4
380,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]",1,4
381,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",1,8
382,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 1]",1,5
383,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 1, 1, 0, 1, 0]",1,5
384,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",1,5
385,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 1, 1, 1, 1, 0]",1,5
386,"[170, 969, 863, 709, 646, 831, 645, 59, 788, 736]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",1,3
387,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",1,5
388,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",1,5
389,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",1,6
390,"[38, 565, 712, 861, 50, 482, 865, 745, 848, 975]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
391,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,4
392,"[838, 358, 835, 599, 71, 784, 941, 927, 811, 875]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",1,3
393,"[867, 517, 573, 378, 580, 750, 513, 800, 542, 473]","[0, 0, 1, 0, 1, 0, 0, 0, 1, 1]",1,4
394,"[976, 822, 910, 265, 495, 993, 401, 418, 793, 140]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,2
395,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,9
396,"[737, 46, 423, 306, 662, 908, 944, 704, 509, 446]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
397,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",1,4
398,"[502, 960, 893, 612, 151, 390, 188, 553, 216, 441]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",1,2
399,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",1,4
400,"[743, 460, 707, 392, 353, 811, 243, 137, 295, 338]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
401,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",1,7
402,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",1,6
403,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1]",1,5
